20250731T,0,1000,0,0,0
20250724T,0,1000,0,0,0
20250717T,0,1000,0,0,0
20250710T,0,1000,0,0,0
20250703T,0,1000,0,0,0
20250626T,0,1000,0,0,0
20250619T,0,1000,0,0,0
20250612T,0,1000,0,0,0
20250605T,0,1000,0,0,0
20250529T,0,1000,0,0,0
20250522T,0,1000,0,0,0
20250515T,0,1000,0,0,0
20250508T,0,1000,0,0,0
20250501T,0,1000,0,0,0
20250424T,0,1000,0,0,0
20250417T,0,1000,0,0,0
20250410T,0,1000,0,0,0
20250403T,0,1000,0,0,0
20250327T,0,1000,0,0,0
20250320T,0,1000,0,0,0
20250313T,0,1000,0,0,0
20250306T,0,1000,0,0,0
20250227T,0,1000,0,0,0
20250220T,0,1000,0,0,0
20250213T,0,1000,0,0,0
20250206T,0,1000,0,0,0
20250130T,0,1000,0,0,0
20250123T,0,1000,0,0,0
20250116T,0,1000,0,0,0
20250109T,0,1000,0,0,0
20250102T,0,1000,0,0,0
20241226T,0,1000,0,0,0
20241219T,0,1000,0,0,0
20241212T,0,1000,0,0,0
20241205T,0,1000,0,0,0
20241128T,0,1000,0,0,0
20241121T,0,1000,0,0,0
20241114T,0,1000,0,0,0
20241107T,0,1000,0,0,0
20241031T,0,1000,0,0,0
20241024T,0,1000,0,0,0
20241017T,0,1000,0,0,0
20241010T,0,1000,0,0,0
20241003T,0,1000,0,0,0
20240926T,0,1000,0,0,0
20240919T,0,1000,0,0,0
20240912T,0,1000,0,0,0
20240905T,0,1000,0,0,0
20240829T,0,1000,0,0,0
20240822T,0,1000,0,0,0
20240815T,0,1000,0,0,0
20240808T,0,1000,0,0,0
20240801T,0,1000,0,0,0
20240725T,0,1000,0,0,0
20240718T,0,1000,0,0,0
20240711T,0,1000,0,0,0
20240704T,0,1000,0,0,0
20240627T,0,1000,0,0,0
20240620T,0,1000,0,0,0
20240613T,0,1000,0,0,0
20240606T,0,1000,0,0,0
20240530T,0,1000,0,0,0
20240523T,0,1000,0,0,0
20240516T,0,1000,0,0,0
20240509T,0,1000,0,0,0
20240502T,0,1000,0,0,0
20240425T,0,1000,0,0,0
20240418T,0,1000,0,0,0
20240411T,0,1000,0,0,0
20240404T,0,1000,0,0,0
20240328T,0,1000,0,0,0
20240321T,0,1000,0,0,0
20240314T,0,1000,0,0,0
20240307T,0,1000,0,0,0
20240229T,0,1000,0,0,0
20240222T,0,1000,0,0,0
20240215T,0,1000,0,0,0
20240208T,0,1000,0,0,0
20240201T,0,1000,0,0,0
20240125T,0,1000,0,0,0
20240118T,0,1000,0,0,0
20240111T,0,1000,0,0,0
20240104T,0,1000,0,0,0
20231228T,0,1000,0,0,0
20231221T,0,1000,0,0,0
20231214T,0,1000,0,0,0
20231207T,0,1000,0,0,0
20231130T,0,1000,0,0,0
20231123T,0,1000,0,0,0
20231116T,0,1000,0,0,0
20231109T,0,1000,0,0,0
20231102T,0,1000,0,0,0
20231026T,0,1000,0,0,0
20231019T,0,1000,0,0,0
20231012T,0,1000,0,0,0
20231005T,0,1000,0,0,0
20230928T,0,1000,0,0,0
20230921T,0,1000,0,0,0
20230914T,0,1000,0,0,0
20230907T,0,1000,0,0,0
20230831T,0,1000,0,0,0
20230824T,0,1000,0,0,0
20230817T,0,1000,0,0,0
20230810T,0,1000,0,0,0
20230803T,0,1000,0,0,0
20230727T,0,1000,0,0,0
20230720T,0,1000,0,0,0
20230713T,0,1000,0,0,0
20230706T,0,1000,0,0,0
20230629T,0,1000,0,0,0
20230622T,0,1000,0,0,0
20230615T,0,1000,0,0,0
20230608T,0,1000,0,0,0
20230601T,0,1000,0,0,0
20230525T,0,1000,0,0,0
