20250731T,0,1000,0,24565.35,0
20250724T,0,1000,0,24837,0
20250717T,0,1000,0,24968.4,0
20250710T,0,1000,0,25149.85,0
20250703T,0,1000,0,25461,0
20250626T,0,1000,0,25637.8,0
20250619T,0,1000,0,25112.4,0
20250612T,0,1000,0,24718.6,0
20250605T,0,1000,0,25003.05,0
20250529T,0,1000,0,24750.7,0
20250522T,0,1000,0,24853.15,0
20250515T,0,1000,0,25019.8,0
20250508T,0,1000,0,24008,0
20250501T,0,1000,0,24346.7,0
20250424T,0,1000,0,24039.35,0
20250417T,0,1000,0,23851.65,0
20250410T,0,1000,0,22828.55,0
20250403T,0,1000,0,22904.45,0
20250327T,0,1000,0,23519.35,0
20250320T,0,1000,0,23350.4,0
20250313T,0,1000,0,22397.2,0
20250306T,0,1000,0,22552.5,0
20250227T,0,1000,0,22124.7,0
20250220T,0,1000,0,22795.9,0
20250213T,0,1000,0,22929.25,0
20250206T,0,1000,0,23559.95,0
20250130T,0,1000,0,23508.4,0
20250123T,0,1000,0,23092.2,0
20250116T,0,1000,0,23203.2,0
20250109T,0,1000,0,23431.5,0
20250102T,0,1000,0,24004.75,0
20241226T,0,1000,0,23813.4,0
20241219T,0,1000,0,23587.5,0
20241212T,0,1000,0,24768.3,0
20241205T,0,1000,0,24677.8,0
20241128T,0,1000,0,24131.1,0
20241121T,0,1000,0,23907.25,0
20241114T,0,1000,0,23532.7,0
20241107T,0,1000,0,24148.2,0
20241031T,0,1000,0,24205.35,0
20241024T,0,1000,0,24180.8,0
20241017T,0,1000,0,24854.05,0
20241010T,0,1000,0,24964.25,0
20241003T,0,1000,0,25014.6,0
20240926T,0,1000,0,26178.95,0
20240919T,0,1000,0,25790.95,0
20240912T,0,1000,0,25356.5,0
20240905T,0,1000,0,24852.15,0
20240829T,0,1000,0,25235.9,0
20240822T,0,1000,0,24823.15,0
20240815T,0,1000,0,24541.15,0
20240808T,0,1000,0,24367.5,0
20240801T,0,1000,0,24717.7,0
20240725T,0,1000,0,24834.85,0
20240718T,0,1000,0,24530.9,0
20240711T,0,1000,0,24502.15,0
20240704T,0,1000,0,24323.85,0
20240627T,0,1000,0,24010.6,0
20240620T,0,1000,0,23501.1,0
20240613T,0,1000,0,23465.6,0
20240606T,0,1000,0,23290.15,0
20240530T,0,1000,0,22530.7,0
20240523T,0,1000,0,22957.1,0
20240516T,0,1000,0,22466.1,0
20240509T,0,1000,0,22055.2,0
20240502T,0,1000,0,22475.85,0
20240425T,0,1000,0,22419.95,0
20240418T,0,1000,0,22147,0
20240411T,0,1000,0,22519.4,0
20240404T,0,1000,0,22513.7,0
20240328T,0,1000,0,22326.9,0
20240321T,0,1000,0,22096.75,0
20240314T,0,1000,0,22023.35,0
20240307T,0,1000,0,22493.55,0
20240229T,0,1000,0,22338.75,0
20240222T,0,1000,0,22212.7,0
20240215T,0,1000,0,22040.7,0
20240208T,0,1000,0,21782.5,0
20240201T,0,1000,0,21853.8,0
20240125T,0,1000,0,21352.6,0
20240118T,0,1000,0,21622.4,0
20240111T,0,1000,0,21894.55,0
20240104T,0,1000,0,21710.8,0
20231228T,0,1000,0,21731.4,0
20231221T,0,1000,0,21349.4,0
20231214T,0,1000,0,21456.65,0
20231207T,0,1000,0,20969.4,0
20231130T,0,1000,0,20267.9,0
20231123T,0,1000,0,19794.7,0
20231116T,0,1000,0,19731.8,0
20231109T,0,1000,0,19425.35,0
20231102T,0,1000,0,19230.6,0
20231026T,0,1000,0,19047.25,0
20231019T,0,1000,0,19542.65,0
20231012T,0,1000,0,19751.05,0
20231005T,0,1000,0,19653.5,0
20230928T,0,1000,0,19638.3,0
20230921T,0,1000,0,19674.25,0
20230914T,0,1000,0,20192.35,0
20230907T,0,1000,0,19819.95,0
20230831T,0,1000,0,19435.3,0
20230824T,0,1000,0,19265.8,0
20230817T,0,1000,0,19310.15,0
20230810T,0,1000,0,19428.3,0
20230803T,0,1000,0,19517,0
20230727T,0,1000,0,19646.05,0
20230720T,0,1000,0,19745,0
20230713T,0,1000,0,19564.5,0
20230706T,0,1000,0,19331.8,0
20230629T,0,1000,0,19189.05,0
20230622T,0,1000,0,18665.5,0
20230615T,0,1000,0,18826,0
20230608T,0,1000,0,18563.4,0
20230601T,0,1000,0,18534.1,0
20230525T,0,1000,0,18499.35,0
