20250615T,0,1000,0,302.08,0
20250616T,0,1000,0,302.08,0
20250617T,0,1000,0,302.08,0
20250618T,0,1000,0,302.08,0
20250619T,0,1000,0,302.08,0
20250620T,0,1000,0,132.66,0
20250621T,0,1000,0,132.66,0
20250622T,0,1000,0,132.66,0
20250623T,0,1000,0,132.66,0
20250624T,0,1000,0,132.66,0
20250625T,0,1000,0,101.77,0
20250626T,0,1000,0,101.77,0
20250627T,0,1000,0,101.77,0
20250628T,0,1000,0,101.77,0
20250629T,0,1000,0,101.77,0
20250630T,0,1000,0,91.32,0
20250701T,0,1000,0,91.32,0
20250702T,0,1000,0,91.32,0
20250703T,0,1000,0,91.32,0
20250704T,0,1000,0,91.32,0
20250705T,0,1000,0,82.64,0
20250706T,0,1000,0,82.64,0
20250707T,0,1000,0,82.64,0
20250708T,0,1000,0,82.64,0
20250709T,0,1000,0,82.64,0
20250710T,0,1000,0,62.86,0
20250711T,0,1000,0,62.86,0
20250712T,0,1000,0,62.86,0
20250713T,0,1000,0,62.86,0
20250714T,0,1000,0,62.86,0
20250715T,0,1000,0,30.4,0
20250716T,0,1000,0,30.4,0
20250717T,0,1000,0,30.4,0
20250718T,0,1000,0,30.4,0
20250719T,0,1000,0,30.4,0
